,s1,s2,score_gold,rank_gold,score_WRD,rank_WRD,score_COS,rank_COS,score_ROTS4,rank_ROTS4,score_ROTSmean,rank_ROTSmean,SCORE_SELECTION,RANK_SELECTION
996,"but mitsubishi tokyo financial ( jp : 8306 : news , chart , profile ) declined 3,000 yen , or 0.65 percent , to 456,000 yen .","sumitomo mitsui financial ( jp : 8316 : news , chart , profile ) was down 2.5 percent at 198,000 yen .",1.6,396,0.602622255,871,0.750736512,913,0.887711376,987,0.809306599,945,-0.422063986,-190
333,a man and woman sit at a table in a restaurant .,four women and two men sit at a long table in a restaurant .,2.2,542,0.7478562,1198,0.822346134,1116,0.996447438,1190,0.906931918,1172,-0.422692541,-66
1341,floods in central europe continue to create havoc,europe floods continue to create havoc,4.6,1248,0.848234125,1323,0.942169706,1339,1.178999176,1361,1.053728384,1357,-0.424062771,-60
1155,china backs sri lanka on un resolution,war crimes : china backs lanka on un resolution,3.6,957,0.751662733,1210,0.82136242,1113,0.99925788,1199,0.890786972,1142,-0.425490608,-75
766,it depends entirely on your company and your contract .,it depends on your company .,3,747,0.624500688,925,0.79276724,1039,0.921544111,1064,0.852245956,1060,-0.425820294,-164
1318,"what the papers say , aug. 19 , 2013","what the papers say , dec. 30 , 2013",2.67,660,0.780560118,1253,0.782952529,1006,0.994802001,1188,0.885427103,1128,-0.426091356,-117
495,a black and white dog runs through the water .,black and brown dog runs through field .,2,459,0.711319492,1122,0.80469154,1071,0.972018151,1151,0.881750164,1118,-0.42802527,-109
408,three dogs running in the dirt .,the yellow dog is running on the dirt road .,1.4,355,0.567909741,773,0.74012353,882,0.868881307,944,0.796769168,921,-0.429729345,-233
163,a woman is playing a guitar and singing .,a woman is playing the guitar .,3.2,798,0.754039608,1212,0.879160092,1243,1.032472944,1247,0.954021204,1253,-0.431746188,-39
807,"if your long stay visa for switzerland is valid , then you will not need a transit visa .","you do not need a transit visa , but to enter zurich you will need a visa .",2,506,0.607221519,886,0.818939888,1110,0.929174689,1082,0.863918621,1082,-0.43218797,-168
1075,"so was edie falco , the critically praised co-star of "" frankie and johnny . ""","edie falco was not nominated for "" frankie and johnny . """,2.4,599,0.583215509,820,0.798162117,1057,0.907254996,1031,0.845075651,1040,-0.433132366,-185
1225,bangladesh building collapse death toll hits 540 : army,bangladesh building-collapse toll tops 600,2.8,702,0.65492192,1002,0.777499346,991,0.933289834,1089,0.845939801,1048,-0.434158401,-185
1266,kurdish rebels to withdraw from turkey in march : report,kurdish rebels to withdraw from turkey,4.2,1178,0.76533555,1226,0.909734009,1302,1.130387511,1342,1.012714958,1329,-0.436376563,-156
804,"yes , there is a rule against this .",there 's no rule against it .,1,282,0.687489464,1070,0.834556796,1148,0.979993681,1160,0.897253761,1154,-0.437941103,-102
1275,singapore stocks end up 0.11 pct,singapore stocks end down 0.45 %,1.6,405,0.650959415,990,0.75176901,916,0.920341167,1062,0.831360976,1003,-0.437953908,-218
1064,the new companies will begin trading on nasdaq today under the ticker symbols plmo and psrc .,"also as part of the deal , palmsource stock will begin trading on the nasdaq stock market wednesday under the ticker symbol : psrc .",2.75,667,0.599962398,864,0.796297119,1051,0.917463957,1054,0.853371963,1063,-0.438668397,-193
253,two cats are looking at a window .,a white cat looking out of a window .,2.6,621,0.66181365,1020,0.811162191,1089,0.955982271,1125,0.878150636,1112,-0.438988701,-141
369,two men talking in front of a plane .,two men talking in front of a small plane .,4.4,1196,0.843096878,1317,0.935837924,1330,1.14604431,1349,1.030920742,1344,-0.439347575,-51
575,two kids are swimming .,six kids are going swimming .,2.8,690,0.77459445,1245,0.918976672,1316,1.066535824,1289,0.992353736,1312,-0.439500527,-17
879,vivendi shares closed 1.9 percent at 15.80 euros in paris after falling 3.6 percent on monday .,"in new york , vivendi shares were 1.4 percent down at $ 18.29 .",1.4,362,0.508935874,621,0.674906287,734,0.81258219,838,0.735902714,791,-0.441322219,-321
763,"that is your problem , not your supervisor 's .",work with your supervisor and your team to solve the problem .,2,494,0.643644355,969,0.832749027,1144,0.95902005,1132,0.879743645,1115,-0.441646718,-151
1253,gunmen kill female politician in pakistan,gunmen kill 5 female teachers in pakistan,2.2,566,0.680376113,1054,0.744946624,899,0.934192342,1091,0.833597677,1011,-0.443061947,-229
141,a man and a woman is kissing each other .,a man and a woman are hugging and kissing each other .,3.4,850,0.778529014,1249,0.908800925,1297,1.065454914,1288,0.982714863,1299,-0.443579889,-30
560,two skiing people are doing cross country skiing .,people skiing cross country .,3.6,939,0.768477069,1232,0.924084362,1320,1.068167616,1293,0.98105256,1297,-0.443773801,-34
353,a black dog stands next to materials at a construction site .,a black dog stands in the middle of a construction site .,4,1058,0.725671747,1161,0.827996502,1130,1.073685582,1299,0.94619393,1244,-0.445046409,-307
754,it depends on how it 's used .,it depends on how long it 's been out .,1,273,0.638559728,956,0.829473736,1137,0.957628751,1128,0.887884311,1134,-0.447224038,-163
1196,libya postpones assembly election to july 7,libya postpones landmark election to july 7,4,1140,0.793180783,1269,0.793297583,1043,1.030377576,1244,0.904843691,1168,-0.447233517,18
1099,"the tech-laced nasdaq composite index .ixic eased 5.16 points , or 0.32 percent , at 1,590.75 , breaking a six-day string of gains .","the tech-heavy nasdaq composite index .ixic was off 0.11 percent , or 1.78 points , at 1,594.13 .",1.6,398,0.550562712,733,0.732688518,869,0.866111948,933,0.79085786,909,-0.448972667,-264
1348,british teenager killed in fall from magaluf hotel,british teenager killed in magaluf hotel fall,5,1372,0.973166959,1370,0.995776552,1371,1.240111356,1374,1.103918529,1374,-0.449166223,-1
1127,kiernan testified that seifert had received a gunshot wound to the back .,"seifert , he testified , had a gunshot wound in the back .",3.5,919,0.682023066,1056,0.84444548,1168,1.006317397,1207,0.916847922,1194,-0.450212381,-190
1331,headlines in major iranian newspapers on dec 14,headlines in major iranian newspapers on july 29,2,527,0.820448141,1299,0.874667079,1229,1.074161734,1301,0.964002534,1272,-0.453208248,-74
1122,"the pentagon had hoped to retain control of the postwar effort , so the decision is a victory for secretary of state colin l. powell .","the pentagon had hoped to retain control of the postwar effort , so the decision was seen by some insiders as a victory for powell and the state department .",3.667,966,0.780427748,1252,0.823915702,1121,1.029458147,1241,0.916281111,1193,-0.454572843,-109
1089,"the new analysis found that 32 of the 16,608 participants developed ovarian cancer during about 5 years of follow-up .","the new analysis found that 32 of 16,608 participants developed ovarian cancer in about 5 1 / 2 years of follow-up , including 20 women taking hormones .",3,779,0.723237825,1155,0.88817604,1258,1.035096984,1253,0.949419653,1249,-0.458780103,-93
746,it 's not a good idea .,it 's a good idea to do both .,1,270,0.666321842,1026,0.850537873,1181,0.987935625,1172,0.910263367,1179,-0.459011536,-137
893,another was in serious condition at northwest medical center in springdale .,"at northwest medical center of washington county in springdale , one child is in serious condition .",3.8,1014,0.715710805,1134,0.871984288,1221,1.068394503,1294,0.957449868,1262,-0.460515524,-233
1061,national breast cancer centre chief executive professor christine ewan said it was too early to quantify the risk to women .,national breast cancer centre head professor christine ewan said there was no need for panic .,2.6,646,0.610891377,900,0.765299655,961,0.918367908,1057,0.825981351,986,-0.460544783,-253
967,democrats currently hold a 17-15 advantage in the state 's congressional delegation .,the texas congressional delegation now is 17-15 democratic .,2.6,640,0.549079063,728,0.765452517,963,0.888653739,989,0.819885927,971,-0.462775898,-287
1204,asiana jet crash lands at san francisco airport,plane crash lands at san francisco airport,3.6,958,0.908370828,1355,0.939725851,1336,1.155697983,1353,1.04010318,1351,-0.463299287,-15
1293,4 foreigners among 9 killed in kabul hotel attack,foreigners among dead in kabul hotel attack,3.6,964,0.742513762,1182,0.828277189,1131,1.017287087,1225,0.911242933,1183,-0.463783224,-137
608,a man in a white shirt and hat playing a guitar .,a man in a green shirt and black hat playing a guitar on stage .,2.8,692,0.750220501,1208,0.903543308,1286,1.059052338,1280,0.977184783,1291,-0.464340866,-66
450,a harnessed dog leaps over a log as another dog follows behind .,a brown and white dog is leaping over a log in a field while another dog follows behind it .,3,721,0.632182699,945,0.731591306,866,0.915587261,1052,0.813528072,957,-0.467400518,-293
1286,obama lashes north korea as pariah state,obama lashes north korea as weak ‚ äėpariah state ‚ äô,3.8,1038,0.790954749,1264,0.809686435,1086,1.036168848,1257,0.918755242,1199,-0.471696512,-164
666,"yes , you should mention your experience .","yes , you should mention it .",3,732,0.649150409,986,0.811951673,1092,0.966564641,1141,0.887857771,1133,-0.472027201,-204
1192,chinese stocks close higher midday friday,chinese stocks open lower friday,1,297,0.682908755,1057,0.798022186,1056,0.977442482,1156,0.883533652,1122,-0.473954023,-199
25,a man is dancing .,a man and woman is dancing .,2,442,0.752823284,1211,0.895180912,1270,1.061131207,1284,0.978822241,1293,-0.474258217,-87
528,there are four people outside .,five people are outside .,3,724,0.825888541,1306,0.947181049,1343,1.124336009,1338,1.034881772,1346,-0.475602427,-27
300,a red and white bus drives down an england street .,a red and white england bus drives down the street .,4.4,1194,0.96727977,1368,0.994130215,1370,1.220218029,1373,1.093613708,1373,-0.479026073,-8
422,a black dog running into the water .,a black dog running through water .,4.6,1231,0.892852887,1352,0.938408939,1334,1.184778726,1363,1.055017783,1359,-0.484001401,-40
1013,"the dollar fell as low as $ 1.1624 per euro from $ 1.1486 on friday , and traded at $ 1.1594 at 10 : 15 a.m. in london .",the dollar dropped to $ 1.1564 per euro at 7 : 30 a.m. in london from $ 1.1486 on friday .,3,774,0.717030403,1138,0.864371157,1210,1.03471338,1252,0.94409129,1239,-0.488025199,-156
1066,"the government did not identify the taikonauts — a term coined from ‘ ‘ taikong , ’ ’ the chinese word for space — who would travel on the second mission .","the government did not identify the taikonauts -- a term coined from taikong , the chinese word for space .",3.333,844,0.758609056,1215,0.926606372,1324,1.086863947,1317,1.00052309,1319,-0.488512466,-95
1304,shenzhen stock indices close higher monday,shenzhen stock indices close lower -- oct. 31,1.8,438,0.727182559,1163,0.792942727,1041,1.005200029,1206,0.890533325,1141,-0.490274773,-208
1139,schiphol airport partly evacuated after bomb threat,schiphol airport evacuated due to bomb threat,4,1136,0.826701048,1307,0.9277618,1326,1.124323573,1337,1.021743396,1334,-0.494184298,-41
1345,world cup live : france 0-0 germany,world cup live : germany 0-0 ghana,1.4,373,0.8049769,1282,0.857461844,1197,1.080421274,1307,0.960252138,1267,-0.498403805,-135
1152,gu kailai murder trial ends in china,gu kailai 's murder trial ends in china,5,1362,0.971118877,1369,0.993272563,1368,1.26713758,1376,1.118496837,1376,-0.4986666,-15
1178,apple ipad mini makes debut,apple ipad mini makes debut in asia,3.4,891,0.827186727,1309,0.937983905,1332,1.132545294,1343,1.030731831,1342,-0.499919956,-45
1070,""" i expect japan to keep conducting intervention , but the volume is likely to fall sharply , "" said junya tanase , forex strategist at jp morgan chase .","junya tanase , forex strategist at jp morgan chase , said "" i expect japan to keep conducting intervention , but the volume is likely to fall sharply . """,4.733,1249,1,1376,1,1376,1.254600641,1375,1.110026104,1375,-0.509201281,2
1302,us drone strike kills 11 in pakistan,us drone kills 16 in pakistan,3.2,827,0.777431428,1246,0.875444255,1233,1.08453905,1314,0.974744637,1290,-0.516202417,-149
895,the swedish central bank was also meeting on wednesday and widely expected to announce a cut on thursday .,"the swedish central bank , also meeting on wednesday , is widely expected to announce a cut on thursday of as much as half a percentage point .",3.2,814,0.786066303,1257,0.910695139,1305,1.107094887,1327,0.987227963,1306,-0.517428332,-92
885,"taylor 's aides warn an abrupt departure could trigger more chaos , a view shared by many in liberia and , in private , even by mediators .","his aides warn an abrupt departure could trigger more bloodshed , a view shared by many in liberia .",3.6,941,0.71823983,1141,0.839991413,1158,1.041408529,1264,0.93282701,1216,-0.521065476,-229
